trip_id,employee_id,dept,origin,destination,booking_date,travel_date,airline,fare,hotel_name,hotel_city,hotel_rate,is_preferred_airline,is_preferred_hotel,policy_route_cap
447,EMP0032,Sales,BLR,BOM,2025-12-16,2025-12-18,Akasa Air,10857,OYO,BOM,11911,False,False,8000
448,EMP0096,HR,MAA,BLR,2025-10-26,2025-11-05,SpiceJet,5736,OYO,BLR,5572,False,False,7000
449,EMP0015,Engineering,BLR,MAA,2025-12-05,2025-12-15,IndiGo,7124,ITC,MAA,7242,True,True,7000
450,EMP0002,Sales,MAA,BLR,2026-01-15,2026-01-29,SpiceJet,6569,OYO,BLR,5086,False,False,7000
451,EMP0088,HR,BOM,DEL,2026-02-15,2026-02-17,IndiGo,10668,Marriott,DEL,5030,True,True,8500
452,EMP0041,HR,BLR,MAA,2026-01-15,2026-01-25,SpiceJet,5440,OYO,MAA,8440,False,False,7000
453,EMP0006,Finance,BLR,MAA,2025-12-02,2025-12-16,Vistara,6851,Treebo,MAA,6429,True,False,7000
454,EMP0060,Marketing,MAA,BLR,2026-02-01,2026-02-15,Air India,6387,Taj,BLR,6157,True,True,7000
455,EMP0059,Sales,BLR,MAA,2025-12-14,2025-12-24,Air India,6635,Taj,MAA,5956,True,True,7000
456,EMP0009,HR,DEL,BLR,2025-11-11,2025-11-14,Akasa Air,8506,ITC,BLR,9007,False,True,9000
457,EMP0009,Sales,BLR,BOM,2025-11-10,2025-11-12,Air India,8080,Taj,BOM,7183,True,True,8000
458,EMP0068,HR,BLR,MAA,2025-12-25,2026-01-04,IndiGo,5518,Marriott,MAA,4107,True,True,7000
459,EMP0027,Finance,BLR,DEL,2025-12-19,2025-12-19,Vistara,12272,Treebo,DEL,5583,True,False,9000
460,EMP0006,Sales,BOM,DEL,2025-10-26,2025-10-30,Akasa Air,6294,Taj,DEL,9716,False,True,8500
461,EMP0032,HR,BLR,MAA,2025-10-29,2025-11-12,Akasa Air,6989,Lemon Tree,MAA,9659,False,False,7000
462,EMP0086,Finance,BLR,DEL,2025-11-10,2025-11-11,Akasa Air,10529,Lemon Tree,DEL,10098,False,False,9000
463,EMP0041,HR,BOM,DEL,2026-01-31,2026-02-06,SpiceJet,7413,OYO,DEL,9632,False,False,8500
464,EMP0049,HR,BLR,MAA,2025-11-12,2025-11-22,SpiceJet,8398,Lemon Tree,MAA,7461,False,False,7000
465,EMP0114,Marketing,BLR,DEL,2025-11-27,2025-11-28,Air India,8588,Marriott,DEL,6260,True,True,9000
466,EMP0066,HR,MAA,BLR,2026-02-02,2026-02-16,Air India,5005,Taj,BLR,5133,True,True,7000
467,EMP0114,HR,BLR,BOM,2025-11-13,2025-11-19,Vistara,7425,Taj,BOM,5781,True,True,8000
468,EMP0093,Marketing,DEL,BLR,2025-11-09,2025-11-12,Akasa Air,8442,Taj,BLR,8720,False,True,9000
469,EMP0100,Sales,BOM,DEL,2025-11-26,2025-12-04,SpiceJet,8907,Taj,DEL,8934,False,True,8500
470,EMP0082,Finance,BLR,DEL,2025-11-29,2025-11-29,Vistara,9984,Treebo,DEL,5333,True,False,9000
471,EMP0051,Finance,MAA,BLR,2025-12-19,2026-01-02,IndiGo,6109,ITC,BLR,6383,True,True,7000
472,EMP0074,Sales,MAA,BLR,2025-12-01,2025-12-11,IndiGo,6305,Lemon Tree,BLR,6226,True,False,7000
473,EMP0026,Finance,DEL,BLR,2026-01-11,2026-01-12,Akasa Air,12433,Treebo,BLR,7621,False,False,9000
474,EMP0119,HR,BLR,DEL,2025-11-01,2025-11-04,SpiceJet,7553,Marriott,DEL,8865,False,True,9000
475,EMP0099,Marketing,BLR,BOM,2025-11-26,2025-12-04,Akasa Air,7009,ITC,BOM,7757,False,True,8000
476,EMP0097,Sales,BLR,DEL,2026-01-23,2026-01-23,Air India,13111,Treebo,DEL,4535,True,False,9000
477,EMP0040,Finance,DEL,BLR,2025-10-21,2025-10-23,Air India,9564,OYO,BLR,7125,True,False,9000
478,EMP0019,Sales,DEL,BLR,2026-01-03,2026-01-03,Vistara,7560,ITC,BLR,8688,True,True,9000
479,EMP0002,Sales,DEL,BLR,2026-01-11,2026-01-13,Vistara,8662,Taj,BLR,5893,True,True,9000
480,EMP0066,Sales,BOM,DEL,2025-12-20,2025-12-22,Air India,9468,ITC,DEL,6166,True,True,8500
481,EMP0040,Marketing,DEL,BLR,2025-12-09,2025-12-10,IndiGo,10574,Marriott,BLR,8106,True,True,9000
482,EMP0008,Marketing,DEL,BLR,2026-02-11,2026-02-11,Akasa Air,8552,Marriott,BLR,6736,False,True,9000
483,EMP0087,HR,BLR,MAA,2026-01-09,2026-01-16,SpiceJet,6504,ITC,MAA,6559,False,True,7000
484,EMP0043,Finance,MAA,BLR,2025-10-30,2025-11-06,Air India,6415,Treebo,BLR,5606,True,False,7000
485,EMP0068,Engineering,DEL,BLR,2026-02-13,2026-02-14,Akasa Air,9431,ITC,BLR,7214,False,True,9000
486,EMP0019,Sales,BOM,DEL,2026-02-02,2026-02-10,SpiceJet,7456,Marriott,DEL,7842,False,True,8500
487,EMP0017,Engineering,BLR,DEL,2026-01-24,2026-01-26,Akasa Air,10876,Treebo,DEL,4667,False,False,9000
488,EMP0062,Engineering,MAA,BLR,2026-01-23,2026-02-06,SpiceJet,6718,OYO,BLR,10355,False,False,7000
489,EMP0005,Finance,BLR,DEL,2026-02-14,2026-02-16,SpiceJet,12529,ITC,DEL,6749,False,True,9000
490,EMP0057,HR,DEL,BLR,2026-01-15,2026-01-17,SpiceJet,10448,ITC,BLR,7116,False,True,9000
491,EMP0051,HR,BLR,MAA,2025-12-19,2026-01-02,Akasa Air,6695,Treebo,MAA,4988,False,False,7000
492,EMP0106,Sales,BLR,BOM,2025-12-18,2025-12-26,IndiGo,6839,Treebo,BOM,4653,True,False,8000
493,EMP0114,Marketing,BOM,DEL,2025-12-15,2025-12-19,SpiceJet,9668,Marriott,DEL,5165,False,True,8500
494,EMP0083,Finance,BLR,DEL,2026-01-21,2026-01-21,Air India,14978,Treebo,DEL,7750,True,False,9000
495,EMP0115,Engineering,DEL,BLR,2025-10-30,2025-11-01,Vistara,11341,OYO,BLR,5149,True,False,9000
496,EMP0082,Marketing,BLR,DEL,2025-12-24,2025-12-27,Akasa Air,9719,Treebo,DEL,9377,False,False,9000
497,EMP0112,Engineering,BLR,BOM,2026-02-05,2026-02-09,Air India,5764,OYO,BOM,12224,True,False,8000
498,EMP0026,Sales,MAA,BLR,2026-01-16,2026-01-26,IndiGo,6293,Lemon Tree,BLR,4785,True,False,7000
499,EMP0028,HR,BLR,MAA,2025-12-10,2025-12-20,SpiceJet,5122,Lemon Tree,MAA,7592,False,False,7000
500,EMP0081,HR,BLR,BOM,2025-10-23,2025-10-27,Air India,9772,Taj,BOM,8735,True,True,8000
501,EMP0039,Marketing,BLR,DEL,2025-10-27,2025-10-27,SpiceJet,8155,ITC,DEL,8873,False,True,9000
502,EMP0072,Engineering,DEL,BLR,2026-01-22,2026-01-24,IndiGo,10851,Taj,BLR,4554,True,True,9000
503,EMP0108,HR,BLR,DEL,2025-11-24,2025-11-27,Air India,8800,Taj,DEL,8317,True,True,9000
504,EMP0027,Engineering,MAA,BLR,2025-10-21,2025-10-28,Akasa Air,7642,OYO,BLR,5402,False,False,7000
505,EMP0120,Marketing,DEL,BLR,2026-01-04,2026-01-06,Vistara,10772,Treebo,BLR,9891,True,False,9000
506,EMP0064,Finance,BLR,BOM,2026-02-07,2026-02-11,Vistara,6866,ITC,BOM,4966,True,True,8000
507,EMP0027,HR,DEL,BLR,2025-12-12,2025-12-12,Vistara,12246,Marriott,BLR,6307,True,True,9000
508,EMP0009,Marketing,BOM,DEL,2025-12-18,2025-12-24,IndiGo,8281,Taj,DEL,8660,True,True,8500
509,EMP0004,Engineering,BLR,BOM,2025-11-26,2025-12-02,SpiceJet,8151,Lemon Tree,BOM,8314,False,False,8000
510,EMP0111,HR,BOM,DEL,2025-12-11,2025-12-19,IndiGo,6967,Treebo,DEL,10547,True,False,8500
511,EMP0043,Marketing,BLR,DEL,2025-11-07,2025-11-09,IndiGo,12674,Marriott,DEL,8677,True,True,9000
512,EMP0024,HR,BLR,DEL,2026-02-06,2026-02-08,Vistara,7851,OYO,DEL,6608,True,False,9000
513,EMP0039,Engineering,MAA,BLR,2025-11-21,2025-11-28,IndiGo,7097,Marriott,BLR,4758,True,True,7000
514,EMP0004,Finance,MAA,BLR,2025-11-02,2025-11-09,Vistara,6950,Lemon Tree,BLR,6968,True,False,7000
515,EMP0106,HR,BLR,MAA,2025-10-30,2025-11-06,IndiGo,5985,Lemon Tree,MAA,4954,True,False,7000
516,EMP0088,HR,BLR,DEL,2025-11-29,2025-12-02,IndiGo,8174,Taj,DEL,9363,True,True,9000
517,EMP0082,Engineering,BOM,DEL,2025-11-11,2025-11-15,Vistara,7759,Marriott,DEL,4963,True,True,8500
518,EMP0021,Marketing,BLR,DEL,2025-10-22,2025-10-22,Air India,11217,Treebo,DEL,9582,True,False,9000
519,EMP0115,Marketing,MAA,BLR,2025-12-09,2025-12-16,Air India,6218,Taj,BLR,4867,True,True,7000
520,EMP0012,Finance,DEL,BLR,2025-11-09,2025-11-12,Akasa Air,7424,Marriott,BLR,12361,False,True,9000
521,EMP0098,Finance,MAA,BLR,2025-10-30,2025-11-06,SpiceJet,6175,Taj,BLR,7812,False,True,7000
522,EMP0029,Engineering,MAA,BLR,2025-11-13,2025-11-23,SpiceJet,6858,ITC,BLR,6660,False,True,7000
523,EMP0004,Sales,DEL,BLR,2025-11-02,2025-11-04,SpiceJet,11070,Lemon Tree,BLR,13064,False,False,9000
524,EMP0102,Sales,BOM,DEL,2025-12-29,2025-12-31,Vistara,9600,Treebo,DEL,6981,True,False,8500
525,EMP0050,Sales,BOM,DEL,2025-11-08,2025-11-16,SpiceJet,8626,Treebo,DEL,6242,False,False,8500
526,EMP0095,HR,DEL,BLR,2025-11-01,2025-11-04,Vistara,6651,Treebo,BLR,10346,True,False,9000
527,EMP0105,HR,DEL,BLR,2025-11-28,2025-12-01,IndiGo,8614,Taj,BLR,4001,True,True,9000
528,EMP0085,Engineering,DEL,BLR,2025-12-26,2025-12-28,SpiceJet,9710,Treebo,BLR,7185,False,False,9000
529,EMP0087,Marketing,DEL,BLR,2026-01-18,2026-01-20,IndiGo,8835,Treebo,BLR,9313,True,False,9000
530,EMP0007,Sales,BLR,MAA,2025-12-21,2025-12-31,IndiGo,7323,Marriott,MAA,8834,True,True,7000
531,EMP0041,Finance,DEL,BLR,2025-12-05,2025-12-08,Akasa Air,8684,ITC,BLR,5541,False,True,9000
532,EMP0108,Marketing,DEL,BLR,2025-11-07,2025-11-09,Air India,10483,ITC,BLR,7577,True,True,9000
533,EMP0018,Sales,BLR,BOM,2026-01-03,2026-01-11,SpiceJet,7534,OYO,BOM,6217,False,False,8000
534,EMP0105,Finance,DEL,BLR,2025-12-04,2025-12-05,Air India,10793,Lemon Tree,BLR,7207,True,False,9000
535,EMP0119,HR,MAA,BLR,2025-11-29,2025-12-06,IndiGo,6253,Treebo,BLR,10017,True,False,7000
536,EMP0019,HR,BOM,DEL,2025-12-17,2025-12-19,Akasa Air,7761,Treebo,DEL,5591,False,False,8500
537,EMP0075,Marketing,MAA,BLR,2025-10-17,2025-10-27,Akasa Air,6212,Taj,BLR,7843,False,True,7000
538,EMP0043,Finance,BOM,DEL,2026-01-25,2026-01-31,Vistara,6070,ITC,DEL,6490,True,True,8500
539,EMP0073,Marketing,BLR,DEL,2026-01-06,2026-01-09,Akasa Air,8362,ITC,DEL,6390,False,True,9000
540,EMP0080,Sales,BOM,DEL,2025-12-20,2025-12-22,Air India,8292,Treebo,DEL,6821,True,False,8500
541,EMP0095,Sales,MAA,BLR,2025-10-29,2025-11-12,Air India,6150,OYO,BLR,7581,True,False,7000
542,EMP0024,HR,BLR,DEL,2025-12-03,2025-12-03,Air India,11075,Treebo,DEL,9088,True,False,9000
543,EMP0057,Engineering,BLR,BOM,2025-12-27,2026-01-02,IndiGo,6446,OYO,BOM,4652,True,False,8000
544,EMP0039,Finance,BLR,MAA,2026-01-11,2026-01-25,Air India,6813,Lemon Tree,MAA,6418,True,False,7000
545,EMP0002,Marketing,DEL,BLR,2025-12-06,2025-12-08,Akasa Air,10999,OYO,BLR,8876,False,False,9000
546,EMP0118,Marketing,BOM,DEL,2025-11-18,2025-11-24,IndiGo,8174,Marriott,DEL,5980,True,True,8500
547,EMP0076,Engineering,MAA,BLR,2025-11-19,2025-12-03,Air India,6433,Marriott,BLR,5600,True,True,7000
548,EMP0014,Finance,BOM,DEL,2025-11-12,2025-11-18,Vistara,6065,ITC,DEL,4465,True,True,8500
549,EMP0085,Engineering,MAA,BLR,2026-01-03,2026-01-10,IndiGo,8985,Taj,BLR,8637,True,True,7000
550,EMP0024,Sales,BLR,MAA,2025-11-03,2025-11-13,Vistara,8036,Lemon Tree,MAA,7709,True,False,7000
551,EMP0086,Marketing,BOM,DEL,2025-11-08,2025-11-10,Vistara,11233,Taj,DEL,7530,True,True,8500
552,EMP0119,Engineering,MAA,BLR,2025-12-03,2025-12-10,SpiceJet,5302,Taj,BLR,5789,False,True,7000
553,EMP0014,Finance,BLR,MAA,2025-11-16,2025-11-23,IndiGo,5097,Taj,MAA,10324,True,True,7000
554,EMP0084,Sales,BLR,DEL,2026-01-11,2026-01-14,Vistara,8820,ITC,DEL,12296,True,True,9000
555,EMP0099,Finance,DEL,BLR,2025-12-12,2025-12-15,IndiGo,7113,Treebo,BLR,8238,True,False,9000
556,EMP0046,Marketing,BLR,MAA,2025-11-18,2025-11-28,IndiGo,7691,OYO,MAA,8113,True,False,7000
557,EMP0011,Finance,BOM,DEL,2026-01-07,2026-01-11,Air India,6083,Treebo,DEL,6062,True,False,8500
558,EMP0014,Marketing,DEL,BLR,2025-10-28,2025-10-31,Air India,8352,ITC,BLR,5953,True,True,9000
559,EMP0009,HR,BLR,MAA,2025-11-19,2025-11-29,Akasa Air,8883,Lemon Tree,MAA,10334,False,False,7000
560,EMP0104,HR,DEL,BLR,2026-02-17,2026-02-18,Akasa Air,13167,ITC,BLR,7860,False,True,9000
561,EMP0080,Sales,BLR,BOM,2026-01-14,2026-01-18,IndiGo,7624,ITC,BOM,4797,True,True,8000
562,EMP0022,HR,BLR,DEL,2026-02-02,2026-02-02,IndiGo,12369,Lemon Tree,DEL,8409,True,False,9000
563,EMP0087,Finance,BOM,DEL,2025-11-01,2025-11-05,Vistara,8548,ITC,DEL,8652,True,True,8500
564,EMP0097,Finance,BLR,BOM,2026-01-12,2026-01-18,Akasa Air,7003,ITC,BOM,6227,False,True,8000
565,EMP0081,HR,DEL,BLR,2026-01-27,2026-01-28,IndiGo,7263,Lemon Tree,BLR,11221,True,False,9000
566,EMP0104,Finance,BLR,MAA,2025-10-30,2025-11-06,Air India,5658,OYO,MAA,7636,True,False,7000
567,EMP0005,HR,BLR,BOM,2026-01-12,2026-01-20,Akasa Air,7607,Taj,BOM,6849,False,True,8000
568,EMP0072,Engineering,BLR,BOM,2025-11-03,2025-11-05,Akasa Air,11671,Marriott,BOM,7802,False,True,8000
569,EMP0085,Engineering,BOM,DEL,2025-10-23,2025-10-27,IndiGo,8279,ITC,DEL,7886,True,True,8500
570,EMP0021,Sales,BLR,DEL,2026-01-09,2026-01-11,Vistara,9440,ITC,DEL,10967,True,True,9000
571,EMP0119,HR,BLR,BOM,2025-11-08,2025-11-10,SpiceJet,8172,Treebo,BOM,10395,False,False,8000
572,EMP0096,Marketing,BLR,BOM,2026-01-26,2026-01-28,Vistara,7814,ITC,BOM,7076,True,True,8000
573,EMP0010,Finance,MAA,BLR,2025-12-15,2025-12-22,SpiceJet,5505,ITC,BLR,5458,False,True,7000
574,EMP0018,Finance,BLR,MAA,2025-10-31,2025-11-14,Vistara,6769,Marriott,MAA,4488,True,True,7000
575,EMP0015,Finance,DEL,BLR,2025-12-12,2025-12-13,Vistara,12158,ITC,BLR,5392,True,True,9000
576,EMP0071,Engineering,BLR,DEL,2025-12-09,2025-12-12,Air India,8004,Treebo,DEL,5019,True,False,9000
577,EMP0032,Engineering,BOM,DEL,2025-12-11,2025-12-15,Akasa Air,9056,ITC,DEL,7422,False,True,8500
578,EMP0006,Finance,BLR,MAA,2026-01-13,2026-01-27,IndiGo,6387,Lemon Tree,MAA,5453,True,False,7000
579,EMP0072,Sales,BLR,MAA,2026-01-12,2026-01-22,Air India,5903,ITC,MAA,6643,True,True,7000
580,EMP0021,Finance,MAA,BLR,2026-01-10,2026-01-24,IndiGo,7690,Lemon Tree,BLR,6821,True,False,7000
581,EMP0060,Sales,BLR,MAA,2025-10-20,2025-10-30,Vistara,4991,Treebo,MAA,7510,True,False,7000
582,EMP0074,Engineering,BLR,MAA,2025-10-17,2025-10-31,Vistara,7510,OYO,MAA,11578,True,False,7000
583,EMP0080,Sales,BOM,DEL,2025-12-02,2025-12-06,Akasa Air,6177,OYO,DEL,5912,False,False,8500
584,EMP0070,Sales,BLR,MAA,2025-12-07,2025-12-21,Akasa Air,5487,OYO,MAA,6408,False,False,7000
585,EMP0065,Finance,BOM,DEL,2025-10-25,2025-10-27,Vistara,9363,Marriott,DEL,7851,True,True,8500
586,EMP0087,HR,BOM,DEL,2025-12-11,2025-12-17,IndiGo,8982,ITC,DEL,4656,True,True,8500
587,EMP0023,Marketing,BLR,DEL,2025-11-02,2025-11-03,Vistara,11002,Taj,DEL,8265,True,True,9000
588,EMP0003,Marketing,DEL,BLR,2026-01-15,2026-01-16,SpiceJet,11745,Marriott,BLR,4180,False,True,9000
589,EMP0030,HR,BLR,MAA,2025-11-22,2025-12-02,Akasa Air,6736,Marriott,MAA,7982,False,True,7000
590,EMP0090,HR,MAA,BLR,2025-12-06,2025-12-16,Vistara,5269,Treebo,BLR,6686,True,False,7000
591,EMP0048,Marketing,BLR,DEL,2025-11-06,2025-11-08,Vistara,12524,Lemon Tree,DEL,9102,True,False,9000
592,EMP0108,Engineering,BLR,BOM,2025-11-18,2025-11-20,IndiGo,9166,Marriott,BOM,5680,True,True,8000
593,EMP0005,Marketing,BOM,DEL,2025-11-02,2025-11-08,SpiceJet,9266,Treebo,DEL,6374,False,False,8500
594,EMP0064,Engineering,DEL,BLR,2026-02-14,2026-02-16,Air India,12376,Taj,BLR,6421,True,True,9000
595,EMP0038,HR,BLR,MAA,2025-10-25,2025-11-08,SpiceJet,6829,Marriott,MAA,5908,False,True,7000
596,EMP0040,Sales,DEL,BLR,2026-01-07,2026-01-08,SpiceJet,7405,Marriott,BLR,8779,False,True,9000
597,EMP0101,Marketing,BLR,BOM,2025-10-21,2025-10-23,Akasa Air,10774,Lemon Tree,BOM,7652,False,False,8000
598,EMP0078,HR,BLR,DEL,2026-02-12,2026-02-14,SpiceJet,10904,ITC,DEL,4099,False,True,9000
599,EMP0045,Marketing,DEL,BLR,2026-02-09,2026-02-09,Air India,12558,OYO,BLR,8284,True,False,9000
600,EMP0115,Finance,BLR,MAA,2026-02-02,2026-02-12,Air India,7630,Treebo,MAA,16012,True,False,7000
601,EMP0097,Finance,BLR,DEL,2025-10-18,2025-10-21,Vistara,6929,Lemon Tree,DEL,13326,True,False,9000
602,EMP0049,Marketing,MAA,BLR,2025-12-15,2025-12-22,Vistara,5750,Treebo,BLR,8321,True,False,7000
603,EMP0020,Marketing,BOM,DEL,2026-01-02,2026-01-10,IndiGo,8214,OYO,DEL,6276,True,False,8500
604,EMP0032,Sales,BLR,DEL,2026-01-24,2026-01-26,SpiceJet,10219,Taj,DEL,7572,False,True,9000
605,EMP0081,Finance,BLR,MAA,2026-01-26,2026-02-02,Vistara,8008,Treebo,MAA,8917,True,False,7000
606,EMP0113,Engineering,BOM,DEL,2025-11-08,2025-11-10,Vistara,10132,Marriott,DEL,6374,True,True,8500
607,EMP0082,Sales,MAA,BLR,2025-10-31,2025-11-14,Air India,6576,Taj,BLR,6642,True,True,7000
608,EMP0106,Marketing,BOM,DEL,2026-01-10,2026-01-16,IndiGo,7922,Treebo,DEL,4273,True,False,8500
609,EMP0100,Finance,DEL,BLR,2025-12-02,2025-12-03,IndiGo,7996,ITC,BLR,8576,True,True,9000
610,EMP0107,HR,MAA,BLR,2026-01-06,2026-01-20,IndiGo,7821,Lemon Tree,BLR,4737,True,False,7000
611,EMP0047,Engineering,DEL,BLR,2026-02-09,2026-02-11,Air India,11019,OYO,BLR,6232,True,False,9000
612,EMP0027,Engineering,BLR,DEL,2025-12-14,2025-12-14,IndiGo,13529,Taj,DEL,8206,True,True,9000
613,EMP0061,Sales,BOM,DEL,2025-10-24,2025-10-26,Vistara,8245,OYO,DEL,14615,True,False,8500
614,EMP0012,Engineering,BLR,MAA,2026-02-08,2026-02-18,Akasa Air,5886,Marriott,MAA,5981,False,True,7000
615,EMP0009,Sales,MAA,BLR,2026-01-19,2026-01-26,Akasa Air,6904,ITC,BLR,5407,False,True,7000
616,EMP0069,Sales,BLR,MAA,2025-10-26,2025-11-02,Akasa Air,6229,OYO,MAA,6243,False,False,7000
617,EMP0024,Marketing,DEL,BLR,2025-12-13,2025-12-14,Akasa Air,10318,ITC,BLR,9697,False,True,9000
618,EMP0098,Marketing,BLR,MAA,2025-11-12,2025-11-26,IndiGo,6730,Taj,MAA,8918,True,True,7000
619,EMP0088,Finance,BLR,BOM,2025-12-22,2025-12-30,Vistara,7868,Lemon Tree,BOM,10120,True,False,8000
620,EMP0002,Finance,BLR,MAA,2025-10-24,2025-11-03,SpiceJet,7611,Treebo,MAA,8799,False,False,7000
621,EMP0095,Engineering,BLR,DEL,2025-12-05,2025-12-06,Vistara,14951,ITC,DEL,8088,True,True,9000
622,EMP0092,HR,MAA,BLR,2025-11-10,2025-11-24,SpiceJet,6232,Marriott,BLR,7313,False,True,7000
623,EMP0066,Marketing,BLR,BOM,2026-01-19,2026-01-27,IndiGo,6402,Taj,BOM,7251,True,True,8000
624,EMP0107,Sales,DEL,BLR,2026-01-15,2026-01-15,Air India,10155,Lemon Tree,BLR,5881,True,False,9000
625,EMP0067,Finance,DEL,BLR,2025-11-13,2025-11-15,SpiceJet,10249,Lemon Tree,BLR,9810,False,False,9000
626,EMP0005,Finance,BLR,DEL,2025-12-06,2025-12-09,Vistara,8961,Lemon Tree,DEL,10902,True,False,9000
627,EMP0040,Finance,DEL,BLR,2026-01-26,2026-01-26,Akasa Air,10212,OYO,BLR,8968,False,False,9000
628,EMP0065,Sales,DEL,BLR,2025-11-20,2025-11-23,Akasa Air,8520,Lemon Tree,BLR,8420,False,False,9000
629,EMP0108,Marketing,BOM,DEL,2026-01-30,2026-02-01,Vistara,7559,Lemon Tree,DEL,6993,True,False,8500
630,EMP0031,Marketing,MAA,BLR,2025-10-17,2025-10-31,IndiGo,5220,Marriott,BLR,8410,True,True,7000
631,EMP0059,Finance,MAA,BLR,2025-12-15,2025-12-25,Vistara,6848,Taj,BLR,6592,True,True,7000
632,EMP0050,Marketing,MAA,BLR,2025-10-23,2025-11-02,IndiGo,6790,OYO,BLR,10094,True,False,7000
633,EMP0022,HR,BOM,DEL,2025-11-28,2025-12-06,Air India,8110,Lemon Tree,DEL,5781,True,False,8500
634,EMP0037,Marketing,BLR,DEL,2025-11-25,2025-11-28,Air India,11387,Treebo,DEL,5624,True,False,9000
635,EMP0073,HR,DEL,BLR,2025-12-13,2025-12-14,Vistara,10292,Taj,BLR,7546,True,True,9000
636,EMP0041,Engineering,DEL,BLR,2025-12-09,2025-12-11,Akasa Air,10541,Treebo,BLR,4934,False,False,9000
637,EMP0024,HR,DEL,BLR,2025-11-14,2025-11-17,Vistara,8217,OYO,BLR,9670,True,False,9000
638,EMP0008,HR,BLR,BOM,2025-11-28,2025-12-06,Air India,6081,ITC,BOM,6459,True,True,8000
639,EMP0053,Marketing,BLR,DEL,2026-01-09,2026-01-10,SpiceJet,11987,Marriott,DEL,8925,False,True,9000
640,EMP0031,Sales,BLR,BOM,2025-11-12,2025-11-14,Air India,8983,Marriott,BOM,4303,True,True,8000
641,EMP0035,Engineering,BLR,DEL,2025-11-21,2025-11-23,Akasa Air,9590,ITC,DEL,6115,False,True,9000
642,EMP0041,HR,BOM,DEL,2026-02-06,2026-02-08,SpiceJet,11244,Marriott,DEL,5151,False,True,8500
643,EMP0074,HR,BLR,DEL,2025-12-24,2025-12-26,SpiceJet,8135,Taj,DEL,6697,False,True,9000
644,EMP0095,Finance,BLR,MAA,2026-01-17,2026-01-24,SpiceJet,5303,ITC,MAA,6249,False,True,7000
645,EMP0033,HR,BLR,DEL,2025-12-20,2025-12-22,IndiGo,10268,Marriott,DEL,6275,True,True,9000
646,EMP0120,Engineering,BOM,DEL,2025-12-14,2025-12-20,Vistara,8144,Taj,DEL,4285,True,True,8500
647,EMP0085,Sales,BLR,MAA,2026-02-01,2026-02-15,Air India,6447,Marriott,MAA,6972,True,True,7000
648,EMP0088,Sales,MAA,BLR,2026-02-01,2026-02-08,SpiceJet,4922,Lemon Tree,BLR,6642,False,False,7000
649,EMP0097,Engineering,BOM,DEL,2025-11-12,2025-11-16,SpiceJet,7028,OYO,DEL,9063,False,False,8500
650,EMP0011,Finance,DEL,BLR,2026-01-20,2026-01-23,Vistara,7820,OYO,BLR,6014,True,False,9000
651,EMP0065,Sales,BOM,DEL,2025-12-07,2025-12-13,SpiceJet,7422,OYO,DEL,12466,False,False,8500
652,EMP0081,Marketing,BOM,DEL,2025-12-31,2026-01-02,IndiGo,8933,ITC,DEL,5065,True,True,8500
653,EMP0088,Finance,BOM,DEL,2025-12-09,2025-12-17,Air India,6539,Marriott,DEL,6683,True,True,8500
654,EMP0026,Sales,DEL,BLR,2025-12-06,2025-12-07,SpiceJet,13244,Lemon Tree,BLR,5347,False,False,9000
655,EMP0081,Engineering,BLR,DEL,2025-12-18,2025-12-19,Vistara,10443,OYO,DEL,12597,True,False,9000
656,EMP0073,Sales,BLR,DEL,2026-01-17,2026-01-20,SpiceJet,8078,OYO,DEL,5987,False,False,9000
657,EMP0101,Marketing,BOM,DEL,2026-01-16,2026-01-24,SpiceJet,7416,ITC,DEL,5765,False,True,8500
658,EMP0037,Engineering,DEL,BLR,2025-11-10,2025-11-13,Air India,7344,Taj,BLR,7694,True,True,9000
659,EMP0048,HR,BLR,MAA,2026-01-01,2026-01-11,IndiGo,6212,Taj,MAA,7256,True,True,7000
660,EMP0092,Finance,BLR,MAA,2025-11-30,2025-12-14,Akasa Air,5104,Marriott,MAA,4426,False,True,7000
661,EMP0031,Finance,BOM,DEL,2026-01-04,2026-01-06,IndiGo,9308,Marriott,DEL,10329,True,True,8500
662,EMP0006,HR,BLR,BOM,2025-11-19,2025-11-23,Akasa Air,8577,Lemon Tree,BOM,5216,False,False,8000
663,EMP0056,Engineering,BOM,DEL,2025-10-29,2025-11-04,IndiGo,7647,ITC,DEL,6301,True,True,8500
664,EMP0119,Finance,BOM,DEL,2026-02-07,2026-02-13,Akasa Air,7707,Marriott,DEL,5351,False,True,8500
665,EMP0063,Engineering,MAA,BLR,2026-01-24,2026-02-07,SpiceJet,6170,Taj,BLR,7852,False,True,7000
666,EMP0091,Finance,DEL,BLR,2025-11-01,2025-11-04,IndiGo,7583,Lemon Tree,BLR,12841,True,False,9000
667,EMP0019,Sales,BOM,DEL,2025-10-28,2025-11-01,Vistara,8788,ITC,DEL,6234,True,True,8500
668,EMP0085,HR,BLR,BOM,2026-01-01,2026-01-03,Akasa Air,8501,Treebo,BOM,9720,False,False,8000
669,EMP0004,Marketing,BLR,MAA,2026-01-09,2026-01-16,SpiceJet,6552,Marriott,MAA,8141,False,True,7000
670,EMP0107,Finance,DEL,BLR,2026-01-07,2026-01-09,Akasa Air,8791,OYO,BLR,8462,False,False,9000
